ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
2325,100,เขาค้อ - หนองแม่นา,0+500,506 ,520 ,0 ,0 ,0 ,781 ,18 ,0 ,0 ,0 ,1825 ,0.986,0,691,เพชรบูรณ์ที่ 1,เพชรบูรณ์
1001,200,บ้านโป่ง - พร้าว,53+000,505 ,226 ,11 ,13 ,5 ,1857 ,105 ,40 ,26 ,1 ,2789 ,6.812,21,258,เชียงใหม่ที่ 3,เชียงใหม่
3318,200,มะขามล้ม - ดอนแจง,29+000,505 ,205 ,0 ,0 ,0 ,1204 ,153 ,109 ,72 ,30 ,2278 ,15.979,9,1052,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
105,103,แม่สลิดหลวง - แม่เงา,114+300,504 ,142 ,23 ,18 ,0 ,155 ,31 ,7 ,3 ,0 ,883 ,6.682,0,755,ตากที่ 2 (แม่สอด),ตาก
1345,100,ทุ่งบานเย็น - ผาแดงบน,1+000,503 ,151 ,2 ,0 ,0 ,830 ,131 ,2 ,0 ,0 ,1619 ,8.215,75,1081,พะเยา,พะเยา
2268,200,คำใหญ่ - ท่าคันโท,39+280,503 ,254 ,92 ,73 ,72 ,1550 ,216 ,203 ,234 ,198 ,3395 ,29.337,64,1492,กาฬสินธุ์,กาฬสินธุ์
106,201,หอรบ - ดอนไชย,66+062,502 ,352 ,4 ,0 ,0 ,299 ,70 ,21 ,5 ,8 ,1261 ,8.247,1,354,ลำปางที่ 1,ลำปาง
1168,101,น่าน - น้ำใส,6+000,501 ,112 ,10 ,1 ,2 ,518 ,109 ,28 ,2 ,0 ,1283 ,11.068,8,737,น่านที่ 1,น่าน
2368,100,ทางเข้าผาแต้ม,1+300,501 ,214 ,2 ,0 ,4 ,52 ,23 ,0 ,0 ,0 ,796 ,3.392,4,564,อุบลราชธานีที่ 2,อุบลราชธานี
3051,102,บางอ้อ - สำนักงานพลังงานปรมาณูเพื่อสันติ,12+100,499 ,297 ,177 ,116 ,75 ,396 ,402 ,285 ,267 ,226 ,2740 ,50.036,30,315,นครนายก,นครนายก
1091,103,ป่าแดง - ปงสนุก,58+600,498 ,222 ,3 ,2 ,8 ,1291 ,228 ,72 ,42 ,5 ,2371 ,15.057,3,634,พะเยา,พะเยา
2054,100,ลาดใหญ่ - ช่องสามหมอ,2+000,498 ,337 ,166 ,117 ,57 ,3120 ,382 ,285 ,253 ,212 ,5427 ,24.065,74,2313,ชัยภูมิ,ชัยภูมิ
2239,100,บ้านต้อง - ศรีธาตุ,20+000,497 ,247 ,8 ,1 ,2 ,1485 ,92 ,61 ,45 ,21 ,2459 ,9.028,37,587,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
1216,100,ห้วยแก๊ต - ขุนสถาน,2+000,496 ,180 ,107 ,0 ,0 ,830 ,86 ,44 ,0 ,0 ,1743 ,7.458,34,1176,แพร่,แพร่
101,602,ปัว - ปางหก,472+674,494 ,460 ,0 ,0 ,0 ,843 ,150 ,139 ,90 ,38 ,2214 ,18.835,0,1094,น่านที่ 2,น่าน
1243,201,ห้วยไผ่ - หาดไร่,79+433,484 ,225 ,41 ,22 ,15 ,762 ,239 ,60 ,21 ,5 ,1874 ,19.317,27,583,น่านที่ 1,น่าน
2287,100,ดงหลวง - สานแว้,43+335,484 ,667 ,153 ,118 ,99 ,1020 ,352 ,138 ,134 ,120 ,3285 ,29.254,144,753,มุกดาหาร,มุกดาหาร
1130,100,ป่าซาง - กิ่วสะไต,37+053,483 ,98 ,29 ,0 ,0 ,339 ,22 ,7 ,1 ,2 ,981 ,3.262,30,549,เชียงรายที่ 1,เชียงราย
12,603,น้ำดุก - ห้วยซำมะคาว,383+989,482 ,614 ,2 ,0 ,0 ,1166 ,105 ,41 ,25 ,16 ,2451 ,7.63,0,277,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,603,น้ำดุก - ห้วยซำมะคาว,409+043,482 ,629 ,0 ,0 ,0 ,1181 ,103 ,40 ,26 ,16 ,2477 ,7.469,0,282,เพชรบูรณ์ที่ 1,เพชรบูรณ์
3446,102,ป่าไร่ - ช่องตากิ่ว,30+500,481 ,459 ,0 ,0 ,0 ,571 ,273 ,290 ,279 ,249 ,2602 ,41.929,264,684,สระแก้ว (วัฒนานคร),สระแก้ว
2214,100,นากระแซง - บ้านดวน,1+000,479 ,573 ,214 ,190 ,157 ,712 ,597 ,626 ,664 ,635 ,4847 ,59.191,262,494,ศรีสะเกษที่ 2,อุบลราชธานี
2226,202,หนองขมาร - สตึก,77+755,478 ,113 ,26 ,14 ,8 ,2214 ,194 ,60 ,36 ,21 ,3164 ,10.525,50,1757,บุรีรัมย์,บุรีรัมย์
3157,102,บ่อไร่ - แหลมค้อ,40+000,477 ,228 ,4 ,0 ,0 ,1276 ,20 ,21 ,38 ,18 ,2082 ,4.659,0,1029,ตราด,ตราด
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,0+500,475 ,111 ,43 ,4 ,0 ,953 ,35 ,13 ,5 ,1 ,1640 ,3.537,14,705,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2028,100,กุสุมาลย์ - โพนจาน,1+000,475 ,431 ,39 ,9 ,1 ,1008 ,182 ,149 ,283 ,125 ,2702 ,27.72,22,908,สกลนครที่ 1,สกลนคร
1036,100,บ้านฟ่อน - ศูนย์สร้างทางลำปาง,27+135,473 ,21 ,3 ,0 ,4 ,1118 ,224 ,73 ,87 ,90 ,2093 ,22.838,0,329,ลำปางที่ 1,ลำปาง
3468,100,จร้าใหม่ - เลาขวัญ,10+000,473 ,206 ,7 ,7 ,0 ,1089 ,101 ,103 ,46 ,26 ,2058 ,13.751,14,332,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
4184,100,ควนสตอ - ด่านชายแดนวังประจัน(เขตแดนไทย/มาเลเซีย),3+500,473 ,305 ,7 ,0 ,15 ,532 ,99 ,14 ,4 ,0 ,1449 ,9.11,28,977,สตูล,สตูล
2393,102,คำกุง - หนองกุงทับม้า,34+465,472 ,450 ,27 ,18 ,5 ,1323 ,352 ,316 ,301 ,237 ,3501 ,35.104,4,746,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
3358,100,ทุ่งคอก - เบญพาด,17+695,472 ,148 ,1 ,0 ,1 ,1181 ,73 ,151 ,170 ,39 ,2236 ,19.41,9,591,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
1073,100,หนองสังข์ - คลองชะแวด,4+130,471 ,369 ,8 ,11 ,15 ,582 ,177 ,257 ,181 ,13 ,2084 ,31.382,69,742,นครสวรรค์ที่ 1,นครสวรรค์
1204,101,บึงหลัก - ฟากคลองตรอน,10+022,467 ,164 ,5 ,7 ,0 ,1029 ,118 ,34 ,37 ,7 ,1868 ,10.867,42,1520,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1191,200,ท้ายดง - วังหิน,13+560,465 ,139 ,8 ,4 ,3 ,680 ,140 ,88 ,78 ,51 ,1656 ,21.981,31,1099,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2339,100,ศรีวิชา - กวนบุ่น,25+080,464 ,242 ,2 ,4 ,0 ,1365 ,73 ,12 ,0 ,1 ,2163 ,4.161,67,2213,สกลนครที่ 1,สกลนคร
4154,100,ทางเข้าคันธุลี,3+500,464 ,378 ,3 ,1 ,6 ,422 ,94 ,25 ,31 ,5 ,1429 ,11.337,2,689,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
3456,101,หนองกระดี่  - คลองข่อย,15+000,462 ,132 ,2 ,0 ,0 ,595 ,32 ,50 ,20 ,13 ,1306 ,8.806,7,553,อุทัยธานี,อุทัยธานี
2140,100,วังสะพุง - นาหลวง,14+551,461 ,62 ,2 ,0 ,0 ,1034 ,49 ,4 ,3 ,5 ,1620 ,3.765,3,1091,เลยที่ 1,เลย
107,300,เมืองงาม - แม่จัน,209+431,460 ,209 ,61 ,7 ,0 ,841 ,61 ,43 ,17 ,6 ,1705 ,7.859,18,276,เชียงรายที่ 1,เชียงราย
1243,202,หาดไร่ - นาเซีย,107+733,457 ,238 ,0 ,0 ,0 ,161 ,65 ,14 ,3 ,0 ,938 ,8.742,28,662,น่านที่ 1,น่าน
3253,100,บ้านพละ - ปะทิว,42+708,455 ,29 ,6 ,3 ,1 ,1165 ,60 ,33 ,13 ,7 ,1772 ,6.603,3,645,ชุมพร,ชุมพร
3448,100,ทุ่งขนาน - ตาเรือง,10+408,452 ,286 ,3 ,8 ,2 ,2314 ,94 ,66 ,70 ,58 ,3353 ,8.888,13,501,จันทบุรี,จันทบุรี
3500,100,หนองบัว - ลาดหญ้า,1+000,452 ,148 ,3 ,2 ,2 ,751 ,101 ,90 ,44 ,16 ,1609 ,15.848,6,409,กาญจนบุรี,กาญจนบุรี
1177,100,ดอนระเบียง - ป่าไร่หลวง,32+082,451 ,1044 ,50 ,14 ,9 ,224 ,157 ,111 ,86 ,25 ,2171 ,18.517,13,745,สุโขทัย,สุโขทัย
2134,200,ดอนใหญ่ - โขงเจียม,79+969,451 ,594 ,64 ,27 ,16 ,382 ,114 ,32 ,9 ,5 ,1694 ,11.983,17,507,อุบลราชธานีที่ 2,อุบลราชธานี
2167,100,ตรางสวาย - ท่าด่าน,0+500,449 ,264 ,8 ,1 ,5 ,988 ,128 ,34 ,24 ,14 ,1915 ,10.757,39,721,ศรีสะเกษที่ 1,ศรีสะเกษ
1126,200,บ้านวัง - ห้วยงิ้ว,56+500,443 ,126 ,3 ,1 ,0 ,793 ,78 ,298 ,78 ,18 ,1838 ,25.734,22,511,พะเยา,พะเยา
2358,100,โนนหอม - เต่างอย,0+500,443 ,148 ,12 ,0 ,2 ,1049 ,59 ,8 ,28 ,4 ,1753 ,5.762,12,961,สกลนครที่ 1,สกลนคร
4236,100,ถนนแพรก - ลำนาว,1+400,437 ,295 ,5 ,0 ,0 ,983 ,186 ,96 ,25 ,4 ,2031 ,15.313,2,897,กระบี่,ตรัง
1177,100,ดอนระเบียง - ป่าไร่หลวง,2+000,436 ,1035 ,48 ,12 ,8 ,231 ,149 ,111 ,77 ,26 ,2133 ,17.956,13,745,สุโขทัย,สุโขทัย
1073,100,หนองสังข์ - คลองชะแวด,37+795,435 ,391 ,0 ,0 ,0 ,748 ,265 ,313 ,246 ,268 ,2666 ,40.96,26,532,นครสวรรค์ที่ 1,นครสวรรค์
3416,100,โป่งแย้ - หุบเฉลา,8+000,433 ,216 ,0 ,0 ,0 ,923 ,165 ,130 ,0 ,0 ,1867 ,15.801,54,752,เพชรบุรี,เพชรบุรี
3271,100,เนินสูง - ด่านชุมพล,3+500,432 ,185 ,4 ,0 ,0 ,522 ,18 ,21 ,36 ,14 ,1232 ,7.224,0,458,ตราด,ตราด
2132,100,ท่าแร่ - นาเพียง,10+661,430 ,229 ,3 ,10 ,0 ,1259 ,79 ,20 ,30 ,24 ,2084 ,7.821,7,714,สกลนครที่ 1,สกลนคร
2101,102,น้ำปุ้น - นาคู,15+500,429 ,138 ,0 ,0 ,22 ,1212 ,83 ,24 ,18 ,4 ,1930 ,7.824,22,831,สกลนครที่ 1,กาฬสินธุ์
4227,100,สำนักขัน - เหนือคลอง,1+700,429 ,673 ,3 ,0 ,0 ,411 ,75 ,17 ,6 ,1 ,1615 ,6.13,14,1188,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
2399,101,สานตม - โคกใหญ่,1+000,427 ,11 ,0 ,0 ,0 ,42 ,5 ,9 ,1 ,10 ,505 ,4.95,0,134,เลยที่ 2 (ด่านซ้าย),เลย
3218,200,โป่งแย้ - อ่างเก็บน้ำห้วยผาก,31+958,426 ,494 ,0 ,0 ,0 ,1019 ,407 ,373 ,0 ,0 ,2719 ,28.687,67,932,เพชรบุรี,เพชรบุรี
117,401,พญาแมน - ไร่อ้อย,197+000,425 ,263 ,25 ,0 ,4 ,1002 ,87 ,97 ,96 ,54 ,2053 ,16.464,0,482,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1083,100,ห้วยน้อยกา - เด่นชาติ,11+824,425 ,11 ,0 ,0 ,0 ,9 ,29 ,16 ,11 ,0 ,501 ,11.178,2,444,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1339,102,น้ำปาด - ปากนาย,49+293,425 ,415 ,10 ,7 ,5 ,863 ,386 ,345 ,9 ,0 ,2465 ,30.507,0,636,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1214,102,น้ำอ่าง - วังผาชัน,27+550,424 ,652 ,11 ,48 ,1 ,660 ,44 ,24 ,66 ,69 ,1999 ,12.606,30,1112,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1243,100,ปางไฮ - ห้วยไผ่,15+033,420 ,12 ,0 ,0 ,0 ,14 ,28 ,20 ,24 ,0 ,518 ,13.9,0,578,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1328,100,แสงภา - นาปอ,20+643,419 ,168 ,1 ,0 ,0 ,372 ,175 ,14 ,2 ,1 ,1152 ,16.667,42,583,เลยที่ 2 (ด่านซ้าย),เลย
2258,100,สะเดาะพง - เสลี่ยงแห้ง2,1+700,418 ,377 ,0 ,0 ,0 ,607 ,0 ,0 ,0 ,0 ,1402 ,0,0,484,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2341,100,ไพรพัฒนา - หนองบัวเรณ,18+000,416 ,158 ,7 ,2 ,2 ,202 ,40 ,11 ,3 ,1 ,842 ,7.007,8,522,ศรีสะเกษที่ 1,ศรีสะเกษ
3306,100,หนองปรือ - สระกระโจม,0+100,416 ,177 ,14 ,10 ,1 ,1518 ,110 ,69 ,45 ,17 ,2377 ,10.602,7,661,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
2173,100,นิคมลำโดมน้อย - โขงเจียม,6+100,415 ,272 ,3 ,2 ,1 ,124 ,27 ,10 ,0 ,0 ,854 ,4.684,0,314,อุบลราชธานีที่ 2,อุบลราชธานี
4188,100,ห้วยพาน - น้ำตกกรุงชิง,1+000,415 ,297 ,28 ,3 ,10 ,559 ,134 ,32 ,0 ,1 ,1479 ,12.17,3,798,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
1175,100,แม่ระมาด - ห้วยส้มป่อย,3+106,414 ,458 ,29 ,9 ,5 ,419 ,117 ,44 ,30 ,54 ,1579 ,16.403,31,699,ตากที่ 2 (แม่สอด),ตาก
1286,100,ตลิ่งชัน - เขาแม่แก่,0+500,414 ,296 ,0 ,0 ,0 ,1234 ,166 ,184 ,425 ,772 ,3491 ,44.314,0,1104,พิจิตร,พิจิตร
2375,100,บักดอก - พนมดิน,0+500,411 ,77 ,19 ,1 ,1 ,1437 ,87 ,41 ,29 ,8 ,2111 ,7.911,12,1081,สุรินทร์,สุรินทร์
3579,100,ทุ่งนานางหรอก - ลาดหญ้า,1+000,410 ,305 ,8 ,3 ,9 ,597 ,81 ,75 ,109 ,33 ,1630 ,19.018,0,405,กาญจนบุรี,กาญจนบุรี
101,305,ศรีสัชนาลัย - แม่สิน,190+272,409 ,406 ,14 ,5 ,4 ,432 ,68 ,41 ,40 ,12 ,1431 ,11.88,8,467,สุโขทัย,สุโขทัย
1081,103,บ่อเกลือ - เฉลิมพระเกียรติ,101+392,408 ,364 ,0 ,0 ,0 ,59 ,186 ,0 ,0 ,0 ,1017 ,18.289,0,438,น่านที่ 2,น่าน
3416,100,โป่งแย้ - หุบเฉลา,0+500,406 ,312 ,0 ,0 ,0 ,769 ,295 ,265 ,0 ,0 ,2047 ,27.357,51,634,เพชรบุรี,เพชรบุรี
410,203,บ่อหิน - เบตง,133+256,405 ,147 ,49 ,7 ,9 ,83 ,73 ,94 ,40 ,26 ,933 ,26.688,8,660,ยะลา,ยะลา
2400,100,หนองหิน - เอราวัณ,5+000,405 ,80 ,0 ,0 ,0 ,1159 ,97 ,27 ,29 ,17 ,1814 ,9.372,7,687,เลยที่ 1,เลย
3472,100,อู่ทอง - ตลุงเหนือ,9+000,404 ,157 ,7 ,7 ,2 ,1546 ,72 ,198 ,125 ,34 ,2552 ,17.163,1,586,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
1090,101,แม่สอด - ห้วยน้ำริน,22+137,401 ,328 ,11 ,4 ,6 ,1247 ,240 ,206 ,143 ,81 ,2667 ,25.497,90,357,ตากที่ 2 (แม่สอด),ตาก
1143,102,น้ำคลาด - ปางหมิ่น,47+000,401 ,121 ,9 ,2 ,2 ,1360 ,90 ,66 ,87 ,41 ,2179 ,13.217,43,806,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1110,100,ประดาง - วังเจ้า,25+000,397 ,161 ,33 ,13 ,0 ,1758 ,39 ,13 ,9 ,2 ,2425 ,3.134,30,1649,ตากที่ 1,ตาก
1328,100,แสงภา - นาปอ,7+000,397 ,173 ,5 ,0 ,0 ,381 ,180 ,26 ,5 ,0 ,1167 ,18.081,47,558,เลยที่ 2 (ด่านซ้าย),เลย
2173,100,นิคมลำโดมน้อย - โขงเจียม,12+800,396 ,758 ,65 ,65 ,59 ,141 ,94 ,54 ,35 ,41 ,1708 ,20.375,47,488,อุบลราชธานีที่ 2,อุบลราชธานี
4,803,หงาว - อ่าวเคย,691+821,395 ,316 ,15 ,4 ,8 ,1414 ,71 ,52 ,80 ,7 ,2362 ,9.399,5,893,ระนอง,ระนอง
4273,100,ตะบิงติงงี - สันกาหลง,1+600,395 ,508 ,5 ,0 ,2 ,948 ,118 ,76 ,0 ,0 ,2052 ,9.552,104,906,ยะลา,ยะลา
1081,102,หลักลาย - บ่อเกลือ,49+150,394 ,365 ,1 ,0 ,0 ,90 ,95 ,59 ,0 ,0 ,1004 ,15.339,0,238,น่านที่ 2,น่าน
3363,100,ดอนแสลบ - ช่องด่าน,0+500,392 ,129 ,0 ,0 ,0 ,890 ,126 ,50 ,21 ,24 ,1632 ,13.542,15,581,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
2231,200,ท่าไฮ - กุงเก่า,8+800,390 ,423 ,147 ,117 ,150 ,1163 ,176 ,144 ,161 ,151 ,3022 ,29.749,87,882,กาฬสินธุ์,กาฬสินธุ์
3206,200,ห้วยศาลา - จอมบึง,36+350,390 ,249 ,18 ,24 ,0 ,883 ,65 ,84 ,58 ,21 ,1792 ,14.063,19,505,ราชบุรี,ราชบุรี
3527,100,ด่านโง - หนองปืนแตก,0+500,386 ,338 ,0 ,0 ,0 ,779 ,316 ,225 ,0 ,0 ,2044 ,26.468,30,719,เพชรบุรี,เพชรบุรี
1098,102,ท่าข้าวเปลือก - แก่นใต้,30+060,383 ,344 ,77 ,41 ,40 ,2248 ,126 ,68 ,48 ,34 ,3409 ,10.472,73,1536,เชียงรายที่ 2,เชียงราย
1155,101,บ้านปี้ - ทรายกาด,10+000,381 ,197 ,51 ,22 ,14 ,2212 ,184 ,160 ,60 ,53 ,3334 ,14.787,191,1143,เชียงรายที่ 2,เชียงราย
4075,100,ตอหลัง - บ้านนอก,5+800,381 ,87 ,11 ,0 ,0 ,90 ,13 ,5 ,0 ,0 ,587 ,3.066,12,618,ปัตตานี,ปัตตานี
1411,100,หนองคอก - ธารทหาร,7+300,379 ,116 ,5 ,0 ,0 ,1235 ,109 ,104 ,31 ,13 ,1992 ,12.902,42,1117,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1088,101,ออบหลวง - สะพานห้วยแม่เม็ง,9+000,375 ,125 ,45 ,6 ,0 ,426 ,182 ,115 ,76 ,1 ,1351 ,28.127,4,290,เชียงใหม่ที่ 1,เชียงใหม่
1143,200,ปางหมิ่น - บ้านแพะ,77+000,375 ,163 ,2 ,2 ,1 ,708 ,72 ,27 ,65 ,62 ,1477 ,15.504,6,334,อุตรดิตถ์ที่ 1,อุตรดิตถ์
2349,100,หัวช้าง - บึงบูรพ์,0+500,373 ,470 ,24 ,7 ,3 ,465 ,59 ,27 ,7 ,5 ,1440 ,7.5,24,306,ศรีสะเกษที่ 1,ศรีสะเกษ
4091,101,บางสีกิ้ม - เขาค่าย,2+500,372 ,52 ,1 ,0 ,1 ,521 ,33 ,28 ,5 ,7 ,1020 ,7.255,4,428,ระนอง,ระนอง
1225,102,ปางช้าง - นาบัว,24+200,369 ,25 ,0 ,0 ,0 ,27 ,22 ,14 ,0 ,0 ,457 ,7.877,27,316,น่านที่ 1,น่าน
3457,100,ไทรโยค - ท่าทุ่งนา,0+500,365 ,218 ,14 ,6 ,20 ,107 ,17 ,10 ,2 ,2 ,761 ,7.49,0,291,กาญจนบุรี,กาญจนบุรี
4277,100,ท่านุ่น -ในหยง,1+800,364 ,152 ,46 ,2 ,0 ,1046 ,26 ,24 ,54 ,34 ,1748 ,8.009,2,1145,ภูเก็ต,พังงา
1331,100,พรานกระต่าย - ลานไผ่,1+000,363 ,83 ,18 ,1 ,1 ,2398 ,21 ,332 ,86 ,66 ,3369 ,15.049,32,2005,ตากที่ 1,กำแพงเพชร
4198,100,เขาสวนทุเรียน - อ่าวมะม่วง,0+500,363 ,264 ,0 ,0 ,0 ,1872 ,23 ,17 ,10 ,0 ,2549 ,1.962,24,1378,ชุมพร,ชุมพร
1285,100,ทุ่งมะส้าน - ห้วยผึ้ง,0+500,358 ,1 ,31 ,0 ,0 ,72 ,57 ,1 ,1 ,0 ,521 ,11.324,7,376,แม่ฮ่องสอน,แม่ฮ่องสอน
3455,100,แยกปากกิเลน - บ้านเก่า,0+100,357 ,288 ,22 ,16 ,13 ,238 ,45 ,22 ,15 ,10 ,1026 ,11.793,0,115,กาญจนบุรี,กาญจนบุรี
2250,100,ห้วยทรายคำ - หนองคัน,0+500,356 ,156 ,16 ,12 ,29 ,878 ,261 ,63 ,41 ,21 ,1833 ,23.295,4,572,เลยที่ 1,เลย
1288,100,หนองหลวง - เปิ่งเคลิ่ง,5+800,355 ,77 ,9 ,0 ,0 ,469 ,60 ,15 ,0 ,0 ,985 ,7.614,0,426,ตากที่ 2 (แม่สอด),ตาก
1188,200,ห้วยกอก - ห้วยอ่วม,44+460,354 ,236 ,0 ,0 ,0 ,1148 ,430 ,88 ,34 ,26 ,2316 ,24.957,226,1486,น่านที่ 2,พะเยา
1214,101,บ้านแก่ง - น้ำอ่าง,11+500,353 ,150 ,0 ,2 ,0 ,857 ,85 ,61 ,44 ,14 ,1566 ,13.155,18,982,อุตรดิตถ์ที่ 1,อุตรดิตถ์
2126,100,ผือใหม่ - โดนเอาว์,1+850,352 ,99 ,11 ,3 ,1 ,1298 ,56 ,14 ,4 ,3 ,1841 ,4.4,5,771,ศรีสะเกษที่ 2,ศรีสะเกษ
1132,101,วังประจบ - ลานทอง,2+083,349 ,133 ,5 ,2 ,2 ,928 ,85 ,17 ,143 ,60 ,1724 ,17.923,8,747,ตากที่ 1,ตาก
3272,100,ทองผาภูมิ - ปิล๊อก,20+607,345 ,264 ,32 ,6 ,0 ,357 ,15 ,10 ,10 ,1 ,1040 ,4.038,1,512,กาญจนบุรี,กาญจนบุรี
2341,100,ไพรพัฒนา - หนองบัวเรณ,70+960,344 ,257 ,9 ,7 ,9 ,190 ,105 ,41 ,13 ,5 ,980 ,18.367,34,441,ศรีสะเกษที่ 1,ศรีสะเกษ
1255,100,ฟ้าเรือง - คลองกล้วย,0+500,343 ,255 ,3 ,0 ,2 ,141 ,63 ,38 ,54 ,20 ,919 ,19.26,9,384,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1301,100,หนองขนาก - หนองระมาน,4+825,342 ,136 ,8 ,1 ,0 ,528 ,76 ,85 ,46 ,9 ,1231 ,17.628,10,270,พิจิตร,พิจิตร
108,203,หนองแห้ง - แม่สุริน,269+100,341 ,128 ,10 ,3 ,1 ,247 ,111 ,56 ,40 ,17 ,954 ,23.899,0,337,แม่ฮ่องสอน,แม่ฮ่องสอน
3438,102,ดินแดง - ไผ่งาม,40+300,339 ,93 ,4 ,0 ,0 ,1382 ,65 ,17 ,5 ,0 ,1905 ,4.567,1,957,อุทัยธานี,อุทัยธานี
108,104,บ้านบ่อแก้ว - สะพานแม่ริด,143+400,337 ,234 ,10 ,4 ,0 ,1425 ,126 ,64 ,52 ,23 ,2275 ,11.824,0,702,เชียงใหม่ที่ 1,เชียงใหม่
1130,100,ป่าซาง - กิ่วสะไต,19+553,336 ,114 ,30 ,0 ,0 ,923 ,67 ,12 ,5 ,3 ,1490 ,5.839,18,388,เชียงรายที่ 1,เชียงราย
1230,100,บ้านใหม่ - ห้วยแก้ว,0+500,336 ,0 ,0 ,0 ,0 ,606 ,4 ,0 ,0 ,0 ,946 ,0.423,0,651,เชียงใหม่ที่ 2,เชียงใหม่
1091,102,ห้วยคอกหมู - ป่าแดง,34+000,335 ,98 ,34 ,2 ,2 ,1076 ,115 ,21 ,36 ,18 ,1737 ,11.169,2,548,พะเยา,พะเยา
2399,101,สานตม - โคกใหญ่,14+084,335 ,11 ,1 ,0 ,0 ,235 ,36 ,8 ,19 ,20 ,665 ,12.481,0,80,เลยที่ 2 (ด่านซ้าย),เลย
1024,100,สวนเขื่อน - ปากห้วยอ้อย,2+000,334 ,65 ,53 ,0 ,0 ,396 ,216 ,45 ,0 ,0 ,1109 ,23.535,32,972,แพร่,แพร่
1167,100,แม่กลองใหม่ - เขตแดนไทย/พม่า,1+000,332 ,367 ,11 ,2 ,0 ,331 ,66 ,60 ,0 ,0 ,1169 ,10.95,6,893,ตากที่ 2 (แม่สอด),ตาก
1194,100,แม่สะเรียง - แม่สามแลบ,15+200,329 ,7 ,0 ,0 ,0 ,298 ,95 ,6 ,2 ,0 ,737 ,13.976,1,552,แม่ฮ่องสอน,แม่ฮ่องสอน
4235,100,บ้านนา - ปากปรน - บกหัก,30+288,327 ,181 ,22 ,10 ,1 ,867 ,96 ,62 ,25 ,18 ,1609 ,13.176,53,1180,ตรัง,ตรัง
1118,100,ท่าพุทรา - เนินมะกอก,9+700,326 ,138 ,0 ,0 ,3 ,809 ,38 ,52 ,21 ,1 ,1388 ,8.285,1,768,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
4345,100,ควนกุน - หนองชุมแสง,2+000,326 ,14 ,1 ,0 ,0 ,144 ,32 ,25 ,17 ,1 ,560 ,13.393,0,319,กระบี่,ตรัง
1324,200,ทุ่งป่ากระถิน - พญาแมน,6+000,324 ,209 ,0 ,0 ,0 ,576 ,59 ,76 ,60 ,4 ,1308 ,15.214,8,405,อุตรดิตถ์ที่ 1,อุตรดิตถ์
4,903,คลองบางดินสอ - นาเหนือ,900+727,321 ,135 ,0 ,0 ,0 ,64 ,31 ,23 ,20 ,5 ,599 ,13.189,19,263,พังงา,พังงา
1081,102,หลักลาย - บ่อเกลือ,70+892,321 ,169 ,77 ,20 ,0 ,47 ,59 ,41 ,1 ,0 ,735 ,16.463,22,215,น่านที่ 2,น่าน
1084,100,ป่าแดง - หาดชะอม,41+373,320 ,227 ,0 ,9 ,0 ,1294 ,100 ,109 ,81 ,67 ,2207 ,16.584,39,942,นครสวรรค์ที่ 1,นครสวรรค์
